"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US55027","Dodge County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55039","Fond du Lac County, Wisconsin","52420","1897","52361","1894","37351","2010","15010","1479","59","50","42516","2164","42498","2161","28925","2076","13573","1471","18","31","4708","1162","4695","1163","3422","931","1273","455","13","23","371","309","356","310","335","308","21","37","15","25","2060","655","2047","654","1957","641","90","122","13","22","923","415","923","415","870","404","53","52","0","151","1842","532"
"0500000US06047","Merced County, California","108162","3717","107305","3706","74121","3764","33184","3429","857","637","85524","4124","84967","4104","58722","3447","26245","3420","557","502","10468","1929","10435","1929","6098","1422","4337","1437","33","54","681","374","681","374","430","274","251","255","0","211","2232","949","2232","949","2201","953","31","57","0","211","6717","1778","6450","1764","4130","1412","2320","1026","267","412","2540","812"
"0500000US12071","Lee County, Florida","316299","7218","311389","7249","279434","8184","31955","3684","4910","1620","252614","8926","248940","8940","222425","8713","26515","3212","3674","1327","32650","5011","32192","4993","27496","4500","4696","2705","458","644","1243","529","1161","509","1008","453","153","225","82","103","2433","895","2433","895","2299","909","134","157","0","229","8885","2014","8189","1930","7732","1902","457","390","696","585","18474","2945"
"0500000US12105","Polk County, Florida","300183","6173","296829","6003","226927","7049","69902","5714","3354","1066","249372","7518","247667","7491","186891","7250","60776","5627","1705","656","29480","3940","28395","3912","20211","3177","8184","1957","1085","997","945","597","945","597","945","597","0","229","0","229","3233","1299","2984","1292","2789","1263","195","227","249","183","4728","1347","4413","1371","3666","1173","747","538","315","279","12425","2434"
"0500000US28035","Forrest County, Mississippi","31753","2694","31385","2727","21820","2379","9565","1984","368","271","26009","2589","25641","2635","18381","2384","7260","1835","368","271","2705","1053","2705","1053","1397","758","1308","653","0","218","161","230","161","230","98","164","63","106","0","218","833","458","833","458","833","458","0","218","0","218","1643","990","1643","990","709","611","934","924","0","218","402","321"
"0500000US40145","Wagoner County, Oklahoma","36430","1296","35609","1360","9185","1171","26424","1481","821","349","31117","1283","30474","1398","6594","1044","23880","1474","643","302","3259","814","3197","813","1193","383","2004","617","62","103","97","102","97","102","0","161","97","102","0","161","165","160","90","106","50","86","40","67","75","118","820","327","779","305","376","214","403","245","41","63","972","391"
"0500000US42043","Dauphin County, Pennsylvania","138980","3536","137645","3462","105252","3842","32393","2515","1335","587","110380","3496","109189","3440","81242","3413","27947","2558","1191","521","10357","1598","10357","1598","7488","1500","2869","796","0","177","3230","1234","3230","1234","2751","1234","479","325","0","177","5584","1193","5503","1177","4968","1166","535","414","81","140","3751","1364","3688","1364","3125","1265","563","399","63","80","5678","1263"
"0500000US42089","Monroe County, Pennsylvania","77604","4122","61909","4261","49518","4043","12391","2016","15695","2118","56003","4194","46217","3626","35684","3357","10533","2086","9786","1893","11241","2561","9153","2382","7441","2038","1712","753","2088","1042","4319","1248","574","458","574","458","0","177","3745","1133","1401","630","1325","633","1325","633","0","177","76","127","1354","759","1354","759","1208","712","146","194","0","177","3286","1195"
"0500000US48215","Hidalgo County, Texas","331361","7246","326541","7239","301427","7795","25114","3647","4820","1349","264059","7793","260103","7870","239454","7910","20649","3019","3956","1331","30200","4318","30061","4319","27405","4003","2656","1264","139","164","475","369","475","369","475","369","0","228","0","228","3634","1295","3634","1295","3520","1250","114","174","0","228","11843","2617","11118","2555","9423","2265","1695","1128","725","626","21150","3080"
"0500000US48329","Midland County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55079","Milwaukee County, Wisconsin","456258","5939","453201","5961","359184","6468","94017","4334","3057","770","357917","5973","356123","6014","271306","5868","84817","4004","1794","580","38512","3213","37976","3191","30588","2750","7388","1251","536","362","19123","1962","18742","1979","17744","1920","998","412","381","296","15393","1874","15221","1850","14823","1755","398","342","172","164","4760","952","4586","944","4170","969","416","228","174","147","20553","2359"
"0500000US55101","Racine County, Wisconsin","94737","3163","91526","3162","58875","3349","32651","2520","3211","793","80454","3172","77478","3139","47622","3127","29856","2337","2976","772","5737","1319","5701","1312","3823","1069","1878","686","36","64","1475","593","1388","568","1260","577","128","128","87","105","1057","605","1057","605","1005","570","52","83","0","151","1972","865","1860","863","1123","730","737","634","112","131","4042","1083"
"0500000US36105","Sullivan County, New York","31325","1748","30150","1821","22063","1811","8087","1531","1175","517","26153","2131","25260","2167","18068","1920","7192","1469","893","467","2319","907","2184","864","1579","749","605","341","135","209","242","149","164","99","0","201","164","99","78","119","1067","578","1067","578","999","579","68","79","0","201","564","395","495","393","437","378","58","92","69","87","980","409"
"0500000US37037","Chatham County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37085","Harnett County, North Carolina","54857","2495","54479","2410","20355","1885","34124","2150","378","204","47384","2560","47096","2461","15804","1700","31292","2214","288","190","4203","1221","4165","1215","1882","714","2283","875","38","45","11","25","11","25","11","25","0","210","0","210","572","358","572","358","558","359","14","33","0","210","813","642","761","638","226","154","535","615","52","70","1874","502"
"0500000US37195","Wilson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39007","Ashtabula County, Ohio","39174","2148","37396","2163","27206","2103","10190","1533","1778","779","33525","2396","32306","2316","22749","2202","9557","1365","1219","635","2701","841","2461","808","1935","620","526","475","240","217","131","155","131","155","131","155","0","195","0","195","1033","736","714","512","703","511","11","19","319","453","327","261","327","261","231","229","96","117","0","195","1457","987"
